,0,1,2,3
98,백령도점,인천광역시 옹진군 백령면664-7,인천광역시,032-836-8282
99,금암점,충남 계룡시 장안1길 6 101호,충청남도,042-551-1666
100,탄방점,"대전광역시 서구 남선로 59번길 21, 1층",대전광역시,042-486-9289
101,금호점,광주 서구 금화로73번길 18-9 1층(금호동),광주광역시,062-372-9281
102,완도점,전남 완도군 완도읍 개포로 154-6,전라남도,061-552-9283
103,옥길점,경기도 부천시 옥길동 715-6,경기도,032-343-9293
104,도당점,경기도 부천시 도당동43-8,경기도,032-671-0042
105,봉양점,충청북도 제천시 제원로 2길 7,충청북도,043-644-9592
106,가정점,인천광역시 서구 가정동612-17,인천광역시,032-562-7100
107,세류점,경기도 수원시 권선구 세지로80,경기도,031-898-7444
108,도남시청점,제주시 신성로 19,제주특별자치도,064-727-1001
109,고운점,세종시 고운서길 10,세종특별자치시,044-868-9592
110,소담점,"세종시 국책연구원1로 15, 상가A동 1층 102호",세종특별자치시,044-864-9282
111,고촌점,경기도 김포시 고촌읍 신곡리1160,경기도,031-996-8974
112,부평점,"부산광역시 중구 흑교로 21번길 20 1층,(부평동4가)",부산광역시,051-255-0520
113,연제1호점,"부산광역시 연제구 고분로 236번길 5, 1층(연산동)",부산광역시,051-755-7003
114,무실점,강원도 원주시 시청로 11 1층 102호,강원도,033-743-9292
115,첨단점,광주 광산구 첨단내촌로 66,광주광역시,062-973-9291
116,장흥점,전남 장흥군 장흥읍 동교로 40,전라남도,061-862-8999
117,봉동점,"전북 완주군 봉동읍 봉동동서로 76, 상가동 107호",전라북도,063-261-9282
118,동산반월점,전북 전주시 덕진구 쪽구름로 128(반월동),전라북도,063-213-9280
119,송천점,"전북 전주시 덕진구 붓내1길 10, 208동 2층 204(송천동2가)",전라북도,063-273-9282
120,인후점,"전북 전주시 덕진구 거북바우로 148, 1층(인후동2가)",전라북도,063-245-9288
121,아라점,제주특별자치도 제주시 아란8길 16,제주특별자치도,064-724-3303
122,호암점,충청북도 충주시 호암동1216,충청북도,043-853-7001
123,보라점,경기도 용인시 기흥구 사은로84번길 10,경기도,031-287-0804
124,신월점,서울특별시 양천구 신월동 1057-1,서울특별시,02-2605-8614
125,창전점,경기도 이천시 창전동451-28,경기도,031-631-4950
126,천상점,"울산광역시 울주군 범서읍 천상길 6, 101호",울산광역시,052-910-9292
127,해도점,경상북도 포항시 남구 해동로 16-1,경상북도,054-272-0555
128,인후점,전북 전주시 덕진구 거북바우로 148,경상북도,063-245-9288
129,아중점,전북 전주시 덕진구 석소로 9-6,전라북도,063-244-9282
130,평화점,전북 전주시 완산구 평화18길 23-10,전라북도,063-221-9232
131,신시가지점,전북 전주시 완산구 후곡길 23-9,전라북도,063-222-9288
132,나주혁신점,전남 나주시 배멧2길 39 로데오 빌딩 101호,전라남도,061-336-9281
133,전주혁신점,전북 전주시 덕진구 오정2길 3 1층,전라북도,063-222-9283
134,보성점,전라남도 보성군 보성읍 주봉리 398,전라남도,061-853-8592
135,서충주기업도시점,충북 충주시 중앙탑면 원앙 9길 10 C동 1층 109호 (코아루 더 테라스상가),충청북도,043-845-1030
136,포남점,"강원도 강릉시 경강로 2356번길 11, 1층",강원도,033-648-9911 ~ 2
137,단양점,충북 단양군 단양읍 상진 13길 11,충청북도,043-421-1236
138,간성점,강원도 고성군 간성읍 고성중앙 1길 13,강원도,033-681-0914
139,공주신관점,"충청남도 공주시 신금2길 17, 1층 104호",충청남도,041-853-9285
140,해운대좌동1호점,"부산광역시 해운대구 좌동로 152,1층 157호(좌동, 신도시시장)",부산광역시,051-701-9292
141,민락코스트코점,"경기 의정부시 용민로 469 , 107호",경기도,031-851-5592
142,묵현점,경기 남양주시 화도읍 먹갓로 28번길 5,경기도,031-595-0081
143,인창점,"경기 구리시 응달말로 51 , 107호",경기도,031-557-5592
144,사동계양점,경상북도 경산시 원효로32길 10,경상북도,053-813-4089
145,국우점,대구광역시 북구 학남로 99 A동 102호,대구광역시,053-322-0099
146,용흥점,경상북도 포항시 북구 새마을로 88 1층,경상북도,054-253-9979
147,동천점,경상북도 경주시 대안길 39-2,경상북도,054-745-3379
148,호미지구점,충청북도 청주시 상당구 수영로360,충청북도,043-295-6600
149,낭월점,대전광역시 동구 산내로1312,대전광역시,042-285-2999
150,장지점,경기도 광주시 순암로55,경기도,031-767-0522
151,연지점,부산광역시 부산진구 성지로 93(초읍동),부산광역시,051-819-8292
152,영등포점,서울특별시 영등포구 영등포동7가 203외2필지,서울특별시,02-2675-7377
153,신창점,충청남도 아산시 신창면 행목로217,충청남도,041-545-9989
154,용호메트로점,"부산광역시 남구 신선로 566,401동 154호",부산광역시,051-628-9290
155,소담점,세종특별자치시 소담동325,세종특별자치시,소담점
156,한숲시티점,경기도 용인시 처인구 남사면 한숲로 45,경기도,031-335-6661
157,신길점,서울특별시 영등포구 여의대방로53길 29,서울특별시,02-832-9227
158,광운대점,서울특별시 성북구 장위로49길 1-1,서울특별시,02-913-1292
159,토당점,경기도 고양시 덕양구 토당로125,경기도,031-971-0311
160,평택역점,경기도 평택시 평택동 292,경기도,031-652-9285
161,서귀포점,서귀포시 서문로 49,제주특별자치도,064-763-9982
162,제주삼양점,제주시 일주동로 378,제주특별자치도,064-727-9991
163,세화점,제주시 구좌읍 구좌로34,제주특별자치도,064-784-0130
164,이도점,제주시 승천로89,제주특별자치도,064-727-6868
165,제주연동점,제주시 사장2길31,제주특별자치도,064-742-7792
166,용담점,제주시 용문로 162,제주특별자치도,064-712-5006
167,범일점,부산광역시 동구 범상로 23 (범일동),부산광역시,051-636-1923
168,성내점,서울특별시 강동구 성내동 434-6,서울특별시,02-482-9992
169,서면1호점,"부산광역시 부산진구 새싹로 41-1 , 1층(부전동",부산광역시,051-802-9250
170,세마점,경기도 오산시 양산동 673-3,경기도,031-373-9212
171,일도점,제주특별자치도 제주시 일도2동 402-26,제주특별자치도,064-723-7075
172,성성점,충청남도 천안시 서북구 성성9로 7,충청남도,041-621-1117
173,금촌2호점,경기도 파주시 황골로15,경기도,050-7744-1283
174,생초점,경상남도 산청군 생초면 새실로3,경상남도,055-973-7702
175,서산시청점,충청남도 서산시 고운로142,충청남도,041-668-1788
176,원당점,인천광역시 서구 고산후로121번길 15,인천광역시,032-562-4555
177,상암점,서울특별시 마포구 성암로79,서울특별시,02-374-9374
178,도봉점,서울특별시 도봉구 마들로28길 58,서울특별시,02-3491-9282
179,파장점,경기도 수원시 장안구 파장천로 6,경기도,031-245-8818
180,송악점,충청남도 당진시 송악읍 송악로 699,충청남도,041-356-9233
181,중산점,"울산광역시 북구 중산로 7, 지상1층 (중산동)",울산광역시,052-291-3005
182,중산점,울산광역시 북구 중산로7,울산광역시,052-291-3005
183,청천점,충청북도 괴산군 청천면 청천2길 5,충청북도,043-832-1986
184,상도터미널점,경상북도 포항시 남구 중흥로100번길 10,경상북도,054-262-5001
185,교대점,부산광역시 연제구 중앙대로 1235번길 10(거제동),부산광역시,051-502-3910
186,포천계곡점,경상북도 성주군 가천면 포천계곡로 393,경상북도,054-932-0851
187,노형점,제주특별자치도 제주시 월랑북길10,제주특별자치도,064-742-3330
188,광명역점,경기도 광명시 일직로12번길 19,경기도,02-899-9939
189,중계본동점,서울특별시 노원구 중계로14길 29 (중계동),서울특별시,070-7543-5347
190,북아현점,서울특별시 서대문구 경기대로9길 81 (충정로 3가),서울특별시,02-364-9282
191,홍제점,서울특별시 서대문구 통일로39가길 57,서울특별시,02-396-2560
192,안암점,서울특별시 성북구 고려대로13길 43,서울특별시,02-929-2975
193,상계점,서울특별시 노원구 상계로23다길 5,서울특별시,02-951-2367
194,증산점,경남 양산시 물금읍 새실2길 13,경상남도,055-383-9242
195,매천점,대구광역시 북구 매천로17길 7,대구광역시,053-326-9997
196,옥산점,경상북도 경산시 성암로 7길 8 A동  105호,경상북도,054-812-9211
197,이동점,"경상북도 포항시 남구 대이로 145, 102호",경상북도,054-275-2922
198,공성점,경상북도 상주시 공성면 산현1길 34-3,경상북도,054-533-8999
199,당북점,경상북도 안동시 배움길 52 1층,경상북도,054-856-2468
200,월포점,경상북도 포항시 북구 청하면 해안로 2308번길 67,경상북도,054-232-4747
201,유천오류점,대전광역시 중구 계백로 1603번길 28-6 1층(유천동),대전광역시,042-523-0077
202,운양점,경기도 김포시 김포한강11로 38,경기도,031-987-1089
203,교동점,경남 양산시 교동 245-2  협성강변타운 제상가 104동 101호,경상남도,055-382-1772
204,송도점,"부산광역시 서구 충무대로 34, 상가동 2층 2-2호",부산광역시,051-241-3066
205,용마산점,서울특별시 중랑구 용마산로109길 24 (망우동),서울특별시,02-494-7878
206,장안점,서울특별시 동대문구 답십리로68길 67,서울특별시,02-2217-0011
207,당왕점,경기도 안성시 고수2로 70,경기도,031-672-0558
208,새솔점,경기도 화성시 수노을2로 36,경기도,031-355-5190
209,대림동산점,경기도 안성시 공도읍 대림동산길55,경기도,031-618-9977
210,강일점,서울특별시 강동구 강일동 676-1,서울특별시,02-429-8999
211,삼학점,"전남 목포시 둥근섬로 54번길 14, 1층(산정동)",전라남도,061-242-9282
212,명지오션시티점,"부산광역시 강서구 명지오션시티10로 114,",부산광역시,051-294-0399
213,서대신점,부산광역시 서구 대영로38번길 11(서대신동1가),부산광역시,051-246-4988
214,김량장점,경기도 용인시 처인구 김량장동 295-1,경기도,031-338-8892
215,내외점,경상남도 김해시 우암로 109-1 (내동),경상남도,055-334-9288
216,내손갈뫼점,경기도 의왕시 내손동 741-1,경기도,031-424-8280
217,고림점,경기도 용인시 처인구 고림동 1005,경기도,031-322-9980
218,정관방곡점,"부산광역시 기장군 정관읍 방곡3로 18-1 , 1층",부산광역시,051-727-6076
219,수원정자점,경기도 수원시 장안구 정자동 874-1,경기도,031-269-1001
220,등촌역점,서울특별시 양천구 목동 960,서울특별시,02-2644-2929
221,포승점,경기도 평택시 포승읍 여술로74,경기도,031-682-6564
222,인천논현2점,인천광역시 남동구 논현동 593-8,인천광역시,032-427-5585
223,역북점,경기도 용인시 처인구 명지로 40번길 9,경기도,031-338-9666
224,충무로점,서울특별시 중구 퇴계로 179-1,서울특별시,02-2285-3685
225,신촌점,서울특별시 서대문구 성산로22길36,서울특별시,02-3141-1367
226,창우점,경기도 하남시 대청로119-1,경기도,031-795-9253
227,미사역점,경기도 하남시 미사강변중앙로173,경기도,031-792-9344
228,여주터미널점,경기도 여주시 세종로79번길 23-3,경기도,031-881-5333
229,신성자운점,"대전 유성구 신성로77, 1층 (신성동)",대전광역시,042-867-7778
230,횡성점,강원도 횡성군 횡성읍 읍마북로 13,강원도,033-343-7773
231,영월점,강원도 영월군 영월읍 은행나무5길 41,강원도,033-372-9333
232,송지호점,강원도 고성군 오호길 18,강원도,033-638-5525
233,봉평점,강원도 평창군 봉평면 기풍로 162,강원도,033-334-7111
234,반곡혁신점,강원도 원주시 양지로 160-2(반곡동),강원도,033-746-0909
235,문막점,강원도 원주시 문막읍 문막시장 1길 35,강원도,033-735-9860
236,케이준 철산한신점,경기도 광명시 철망산로 87,경기도,02-2611-0199
237,케이준 원곡점,경기도 안산시 단원구 지곡로1안길 12,경기도,031-494-8242
238,오포점,경기도 광주시 오포읍 양벌로 315,경기도,031-765-9989
239,케이준 소하점,경기도 광명시 성채안로 26,경기도,02-897-9245
240,케이준 부천상동점,경기도 부천시 상동 559-3,경기도,032-321-9282
241,케이준 부림점,경기도 안양시 동안구 부림로 171,경기도,031-382-8292
242,케이준 본오점,경기도 안산시 상록구 본오동 827-8,경기도,031-406-9235
243,동백점,경기도 용인시 기흥구 동백3로 11번길 12,경기도,031-274-9299
244,초월점,경기도 광주시 초월읍 대쌍령리 191-6,경기도,031-766-1578
245,오천점,경기도 이천시 마장면 오천리 297-5,경기도,031-632-4543
246,안산사동점,경기도 안산시 상록구 사동 1397-1,경기도,031-416-9982
247,연산로터리점,부산광역시 연제구 월드컵대로 109 1층(연산동),부산광역시,051-852-8292
248,약대점,경기도 부천시 약대동 216-1,경기도,032-321-9289
249,삼정점,"경상남도 김해시 활천로 36번길 46, 1층(삼정동)",경상남도,055-331-5533
250,역곡점,경기도 부천시 안곡로 279번길 42,경기도,032-347-9288
251,반월점,경기도 안산시 상록구 창말1길 21,경기도,031-437-1153
252,운서점,인천광역시 중구 신도시남로 66,인천광역시,032-751-0070
253,월곡점,서울특별시 성북구 오패산로46,서울특별시,02-358-1122
254,왕십리점,서울특별시 성동구 마장로23길 7,서울특별시,02-6084-9283
255,이문점,서울특별시 동대문구 신이문로23길 23,서울특별시,02-964-0132
256,독산2점,서울특별시 금천구 시흥대로 90길 32-8,서울특별시,02-892-7770
257,도안가수원점,대전광역시 서구 가수원동 913,대전광역시,042-542-9283
258,두호점,경상북도 포항시 북구 새천년대로1076번길 21 효암빌딩1층,경상북도,054-251-9933
259,숭의점,인천광역시 미추홀구 장천로 80,인천광역시,032-888-0977
260,오태북삼점,"경상북도 구미시 금오대로14길 32, 102호",경상북도,054-464-7006
261,인천갈산점,인천광역시 부평구 주부토로 172번길 34 (갈산동),인천광역시,032-515-3557
262,구산점,경상남도 김해시 가락로 315(구산동),경상남도,055-338-1599
263,삼천점,"전북 전주시 완산구 삼천천변1길 17, 101호(삼천동1가)",전라북도,063-211-9282
264,갈현점,서울특별시 은평구 갈현로 288 (갈현동),서울특별시,02-384-7171
265,효창점,서울특별시 용산구 백범로77길 14 (원효로 1가),서울특별시,02-703-9271
266,구의자양점,서울특별시 광진구 화양동 467-1,서울특별시,02-456-9282
267,율전점,경기도 수원시 장안구 율전동 360-9,경기도,031-295-9280
268,송도2점,인천광역시 연수구 송도문화로 28번길 28 (송도동),인천광역시,032-816-7282
269,남원점,"전북 남원시 용성로 207,상가동1층 114호(도통동)",전라북도,063-635-9282
270,센텀점,"부산광역시 해운대구 센텀중앙로 145, 상가3동 1층 103호(재송동,더샵센텀파크1차아파트)",부산광역시,051-741-8282
271,남외점,"울산광역시 중구 구교로 260, 지상1층(남외동)",울산광역시,052-298-9288
272,대현점,대구광역시 북구 대현로 118,대구광역시,053-955-9288
273,울산대점,"울산광역시 남구 대학로 94번길 6, 1층(무거동)",울산광역시,052-277-2633
274,수암점,울산광역시 남구 중앙로 38(야음동),울산광역시,052-277-9200
275,상록점,경기도 안산시 상록구 서암로4길 20-1 (사동),경기도,031-406-8300
276,죽전점,경기도 용인시 수지구 현암로76,경기도,031-896-8607
277,괴정샘터점,"부산광역시 사하구 낙동대로 233번길 59, 1층(괴정동)",부산광역시,051-201-2891
278,월성점,대구광역시 달서구 월성동 84-5 월성주공1단지 나동 103호,대구광역시,053-638-8979
279,고잔점,경기도 안산시 단원구 고잔동 696-3,경기도,031-485-9277
280,고령덕곡점,경북 고령군 덕곡면 덕운로 586,경상북도,054-956-2731
281,고성점,대구광역시 북구 고성북로3 101동 1층 4호,대구광역시,053-352-1225
282,복현점,대구광역시 북구 복현2동 134-2,대구광역시,053-382-9279
283,수안점,"부산광역시 동래구 충렬대로218번길 26, 비동 1층(수안동)",부산광역시,051-558-9989
284,오전점,"경기도 의왕시 등칙골4길 14, 1층 103호(오전동)",경기도,031-453-9221
285,남항점,"부산광역시 영도구 남항로19번길 38, 1층(남항동1가)",부산광역시,051-417-9992
286,화정점,울산광역시 동구 대송8길 31(화정동),울산광역시,052-922-4068
287,청북점,경기도 평택시 청북읍 안청로4길 42,경기도,031-683-1177
288,오산운암점,경기도 오산시 원동로6 (원동),경기도,031-378-0987
289,팔판점,"경상남도 김해시 계동로23번길 5, 1층 111호(관동동, 대우프라자)",경상남도,055-313-8255
290,망양점,울산광역시 울주군 온양읍 덕망로 270,울산광역시,052-239-9999
291,우정점,울산광역시 중구 우암길 1(우정동),울산광역시,052-212-9909
292,와동점,경기도 안산시 단원구 화정천동로 2안길 28,경기도,031-482-9281
293,성안점,"울산광역시 중구 함월16길 13-1, 1층 (성안동)",울산광역시,052-245-8255
294,선암점,"울산광역시 남구 두왕로 174번길 35-1, 1층(선암동)",울산광역시,052-258-9394
295,대화점,"경기 고양시 일산서구 강성로 271 (대화동,대화씨티빌 101호)",경기도,031-911-3856
296,갈매점,"경기도 구리시 갈애순환로 198, 1층 101호(갈매동, 비젼프라자)",경기도,031-527-9258
297,신주례점,부산광역시 사상구 백양대로 502(주례동),부산광역시,051-315-9992
298,서창2점,인천광역시 남동구 서창남로 51,인천광역시,032-465-5506
299,신안평거점,"경남 진주시 신평공원길 25번길 8-4,1층",경상남도,055-742-9982
300,봉곡사림점,"경남 창원시 의창구 봉곡로 50,1층(봉곡동)",경상남도,055-277-8295
301,석동점,"경남 창원시 진해구 진해대로 886번길 20,1층(석동)",경상남도,055-542-9290
302,옥정1호점,경기도 양주시 옥정동로 173 레이크프라자 107호,경기도,031-868-9293
303,인천장기점,인천광역시 계양구 장기로 29 (장기동),인천광역시,032-556-5678
304,구로점,서울특별시 구로구 구로동로 213,서울특별시,02-868-1089
305,헬리오시티점,서울특별시 송파구 가락로 16길 2-26 (석촌동),서울특별시,02-423-9281
306,남동탄점,경기도 화성시 동탄대로4길95 (장지동),경기도,031-376-4492
307,구서점,"부산광역시 금정구 금강로 563, 1층(구서동)",부산광역시,051-582-9279
308,명지국제신도시점,"부산광역시 강서구 명지국제5로 14, 1층 101호(명지동, 서진빌딩)",부산광역시,051-968-7888
309,평창점,강원도 평창군 평창읍 백오1길 33,강원도,033-333-0009
310,여주교동점,경기도 여주시 세종로 254-16 (교동),경기도,031-881-3799
311,도원점,대구광역시 달서구 도원남로56 산새마을 분산상가 1층 103호,대구광역시,053-641-0041
312,좌동상록점,"부산광역시 해운대구 세실로 7, 104호(좌동, 해운대상록아파트상가)",부산광역시,051-703-0678
313,구남역점,부산광역시 북구 백양대로 1015번길 15(구포동),부산광역시,051-335-7766
314,이천점,경기도 이천시 관고동 12-4,경기도,031-633-1823
315,부곡점,부산광역시 금정구 동현로 23(부곡동),부산광역시,051-581-7890
316,석산점,경상남도 양산시 동면 금오7길 24,경상남도,055-363-9911
317,문현1동점,"부산광역시 남구 고동골로 66, 1층(문현동)",부산광역시,051-624-9875
318,양정1호점,부산광역시 부산진구 양지로 5번길 20(양정동),부산광역시,051-867-9955
319,통진점,경기도 김포시 통진읍 서암로6번길 5-21,경기도,031-996-8295
320,상동점,경남 거제시 거제중앙로3길 14-2(상동동),경상남도,055-635-9290
321,반송2호점,"부산광역시 해운대구 아랫반송로 51, 1층(반송동)",부산광역시,051-545-9266
322,소사벌점,경기도 평택시 비전동 1053,경기도,031-656-8292
323,동탄중앙점,경기도 화성시 동탄산척로 2나길 6-7 (산척동),경기도,031-375-8292
324,항구영일대점,경상북도 포항시 북구 아호로 3,경상북도,054-253-9996
325,반야월점,대구광역시 동구 안심로41길 47,대구광역시,053-964-0797
326,테크노폴리스점,대구광역시 달성군 유가읍 테크노중앙대로 326-35,대구광역시,053-611-6265
327,비전점,경기도 평택시 중앙로235 (비전동),경기도,031-658-9989
328,능곡점,경기도 시흥시 능곡중앙로77,경기도,031-404-0123
329,비산점,경기도 안양시 동안구 평촌대로408 (비산동),경기도,031-387-1112
330,부곡점,경기도 의왕시 삼동 150-16,경기도,031-462-9233
331,홍성점,충남 홍성군 홍성읍 충절로1053번길 41,충청남도,041-633-9995
332,율량사천점,충북 청주시 청원구 율량로190번길19,충청북도,043-903-0991
333,증평점,충북 증평군 증평읍 문화로83,충청북도,043-838-8977
334,송강테크로점,대전시 유성구 구즉로48번길10,대전광역시,042-935-9294
335,몰운대롯데캐슬점,"부산광역시 사하구 다대낙조2길 100, 101호(다대동,롯데캐슬몰운대아파트부상가)",부산광역시,051-262-9252
336,대구옥포돌미점,대구시 달성군 옥포면 돌미상업로2길 26,대구광역시,053-615-9986
337,영양점,경상북도 영양군 영양읍 중앙로 111,경상북도,054-682-1950
338,대합공단점,경남 창녕군 대합면 대합산업단지로 119-15,경상남도,055-533-0677
339,배곧점,경기도 시흥시 정왕동 2476-2,경기도,031-432-9998
340,광주점,경기도 광주시 송정동111-1,경기도,031-477-9282
341,신하점,경기도 이천시 부발읍 신하리 432-15,경기도,031-636-8726
342,관양점,경기도 안양시 동안구 관양동 1423,경기도,031-425-5211
343,중동점,경기도 부천시 원미구 부흥로 272번길 22,경기도,032-321-7636
344,조암점,경기도 화성시 장안면 기아자동차로 789 103호,경기도,031-358-3392
345,정왕점,경기도 시흥시 정왕동 1193-14,경기도,031-319-5192
346,일죽점,경기도 안성시 일죽면 송천리 28-4,경기도,031-672-9385
347,인계점,경기도 수원시 팔달구 인계동 1008-9,경기도,031-232-7234
348,이천사동점,경기도 이천시 대월면 사동리 182-2,경기도,031-638-9013
349,은행점,"경기도 시흥시 시흥대로 1074번길 28,106호(은행동, 녹원아파트 상가동)",경기도,031-312-9999
350,월곶점,경기도 시흥시 월곶동 995,경기도,031-318-9292
351,안성원곡점,경기도 안성시 원곡면 칠곡리 184-8,경기도,031-654-9220
352,우만점,경기도 수원시 팔달구 세지로421번길 37 (우만동),경기도,031-256-0903
353,호법점,경기도 이천시 호법면 후안리 267-4,경기도,031-632-9949
354,하안8점,경기도 광명시 하안동 260-2 8단지상가 104-2,경기도,02-802-4070
355,하안12점,경기도 광명시 하안동 62-4  1층 3호,경기도,02-806-5772
356,하안11점,경기도 광명시 하안동 30-5  10 단지상가  104,경기도,02-803-2993
357,포일내손점,경기도 의왕시 내손동652-15,경기도,031-425-1145
358,포도원,경기도 안양시 동안구 호계3동 811 현대홈타운상가 107,경기도,031-452-0827
359,평촌5점,경기도 안양시 동안구 평촌동 898-2 초원아파트상가110,경기도,031-387-2134
360,태전점,경기도 광주시 태전동 688-1,경기도,031-762-9525
361,철산점,경기도 광명시 철산동 240  주공13단지 상가동,경기도,02-2682-3230
362,천리점,경기도 용인시 이동면 천리 56-6,경기도,031-333-5784
363,중앙대,경기도 안성시 대덕면 내리 682-3,경기도,031-675-7750
364,안양중앙점,경기 안양시 만안구 삼덕로 80-1 (안양동) 1층,경기도,031-444-5592
365,안양2점,경기도 안양시 만안구 안양동 873-162,경기도,031-447-9292
366,안성점,경기도 안성시 도기 4길 9(도기동),경기도,031-671-9282
367,신흥산성점,경기도 성남시 수정구 수정남로 305번길11,경기도,031-733-8382
368,신천리점,경기도 시흥시 호현로49번안길 1(대야동),경기도,031-312-9709
369,신갈점,경기도 용인시 기흥구 신구로 38 청솔학원,경기도,031-274-5060
370,송내우성,경기도 부천시 소사구 송내동 336-15,경기도,032-662-7259
371,소사점,"경기도 부천시 소사구 소사로202번길 27, 1층(소사본동)",경기도,032-325-8787
372,성포점,경기도 안산시 상록구 성포동 592-2,경기도,031-487-8900
373,석수엘지점,경기도 안양시 만안구 석수동 415-2 엘지빌리지 상가,경기도,031-474-5592
374,샘마을점,경기도 안양시 동안구 호계동 1116 샘마을상가 1층,경기도,031-453-9992
375,삼보점,경기도 시흥시 대야동 275 삼보상가 1층 1호,경기도,031-314-6871
376,산본점,경기도 군포시 산본동 1069-3 (1층),경기도,031-393-9282
377,북내점,경기도 여주시 북내면 여양2로 274,경기도,031-883-5320
378,케이준 부곡점,경기도 안산시 상록구 성호로 340,경기도,031-406-9979
379,보정점,"경기도 용인시 기흥구 죽현로 8-20 130(보정동,아이원프라자)",경기도,031-272-9259
380,범계점,경기도 안양 동안 비산 1102 관악타운 상가122,경기도,031-381-8238
381,백암점,경기도 용인시 처인구 백암면 백암리 391번지,경기도,031-321-9282
382,백사점,경기도 이천시 백사면 현방리 67-12,경기도,031-632-0746
383,박달점,경기도 안양시 만안구 박달동 149-1,경기도,031-468-3392
384,미양점,경기도 안성시 미양면 보체리 405 상가 501동 101호,경기도,031-675-9258
385,모현점,경기도 용인시 처인구 모현면 일산리112-82,경기도,031-333-9952
386,만선점,경기도 광주시 곤지암읍 만선로 45,경기도,031-798-5525
387,둔전점,경기도 용인시 처인구 포곡읍 포곡로 118번길 24-11,경기도,031-334-7292
388,능평점,경기도 광주시 오포읍 수레실길 5,경기도,031-726-9253
389,금정점,경기도 군포시 금정동 79-1 1층,경기도,031-458-3888
390,군포점,경기도 군포시 당동 914-5번지,경기도,031-392-9295
391,구성점,"경기도 용인시 기흥구 구성로 186(언남동, 신일푸른솔아파트단지내 1층",경기도,031-274-9282
392,공도점,경기도 안성시 공도읍 고무다리길 3,경기도,031-658-9280
393,거모점,경기도 시흥시 군자로504번안길 12(거모동),경기도,031-508-3398
394,갈산점,경기도 이천시 갈산로 87번길 4(갈산동),경기도,031-635-3792
395,가남점,경기도 여주시 가남읍 태평중앙1길 8-10,경기도,031-884-7718
396,한솔새롬점,세종시 누리로28,세종특별자치시,044-862-9283
397,금정산SK점,"부산광역시 금정구 식물원로 82, 302동 201호(장전동, 금정에스케이뷰)",부산광역시,051-514-0123
398,평촌2점,경기도 안양시 동안구 평촌대로127번길 38,경기도,031-385-9288
399,목감점,경기도 시흥시 목감중앙서로20 시흥목감엘에이치 7단지,경기도,031-414-0056
400,시화3점,"경기도 시흥시 정왕대로28번길 31 , 110(정왕동)",경기도,031-433-1457
401,시화2점,"경기도 시흥시 옥구천서로373번길 43, 104호(정왕동, 주공1단지분산상가)",경기도,031-433-8292
402,신라대점,"부산광역시 사상구 백양대로 703, A동(덕포동)",부산광역시,051-304-9282
403,연제점,부산광역시 연제구 거제천로 183(거제동),부산광역시,051-867-5443
404,정관롯데캐슬점,"부산광역시 기장군 정관읍 정관3로 52, 상가동 101호(롯데캐슬)",부산광역시,051-728-5595
405,호계2점,경기도 안양시 동안구 호계동 912-2,경기도,031-457-1288
406,향남2점,경기도 화성시 향남읍 신광길 19. 102호,경기도,031-352-5464
407,신림역점,"서울특별시 관악구 신림동길 40, 101(신림동)",서울특별시,02-871-8588
408,동삭점,"경기도 평택시 동삭로 397 상가동 104,105호",경기도,031-652-5092
409,길동점,서울시 강동구 길동 351-7,서울특별시,02-470-2933
410,괴안점,경기도 부천시 소사 괴안동 89-1,경기도,032-347-5661
411,덕진하가점,전북 전주시 덕진구 가리내5길 16 103호(덕진동2가),전라북도,050-4308-7522
412,안동삼안점,경상남도 김해시 삼안로 131번길 8-4(삼방동),경상남도,055-337-7439
413,북정점,경상남도 양산시 북정로 101(북정동),경상남도,055-383-9255
414,산하1호점,"울산광역시 북구 화암6길 14, 1층 101호(산하동)",울산광역시,052-282-3569
415,부곡월산점,"경상남도 김해시 월산로 111-67,1 1층 105호(부곡동, 신화프라자)",경상남도,055-335-2288
416,괘법한신점,"부산광역시 사상구 광장로 37번길 82, 1층(괘법동,대동래미안)",부산광역시,051-316-9292
417,아주점,"경남 거제시 아주1로1길 7-2,1층(아주동)",경상남도,055-682-7575
418,오동동점,경남 창원시 마산합포구 오동동10길 15(오동동),경상남도,055-246-8086
419,예산점,충남 예산군 예산읍 주교로39 1층,충청남도,041-333-9520
420,대소점,충북 음성군 대소면 오태로 75-1,충청북도,043-882-5592
421,대도점,경상북도 포항시 남구 상대로 142,경상북도,054-277-8892
422,진천장관점,충북 진천군 진천읍 장관2길 139-1,충청북도,043-533-1355
423,삼성2점,대전 동구 현암로 36,대전광역시,042-621-1504
424,삼성점,충북 음성군 삼성면 덕정로62번길 2,충청북도,043-877-3377
425,무극점,충북 음성군 금왕읍 무극로 234,충청북도,043-878-5284
426,경산남산점,경북 경산시 남산면 산양길 9,경상북도,053-851-5999
427,계백점,대전시 중구 문화로90,대전광역시,042-582-5994
428,원성점,충남 천안시 동남구 버들로127,충청남도,041-567-9979
429,가양점,서울 강서 가양 1475 강변아파트상가 203,서울특별시,02-2668-9306
430,등촌점,서울특별시 강서구 등촌동 704  주공9단지아파트상가동102호,서울특별시,02-3662-3988
431,방화점,"서울특별시 강서구 방화대로33길 17 (방화동,1층)",서울특별시,02-2064-7670
432,신풍역점,"서울특별시 영등포구 신길로 108(신길동,남서울 아파트상가.신길동3591)",서울특별시,02-842-7979
